Symbol,Name,,,,,,,
KSU,Kansas City Southern,189.6,186,186.7,"741,000",-0.8,,0.4
KSU.P,Kansas City Southern [Ksu/P],30.04,30.04,30.04,100,1.02,,3.5
KT,Korea Telecom Corp,10.08,9.93,9.95,"400,400",0,,0
KTB,Kontoor Brands Inc [Ktb/I],25.6,24.8,24.95,"511,600",-0.24,,0.95
KTF,Scudder Municiple Income Trust,11.32,11.24,11.24,"30,000",-0.07,,0.62
KTH,Lehman Abs Corp,34.88,34.88,34.88,500,-0.07,,0.2
KTN,Lehman Abs Corp,33.77,33.76,33.77,600,0.01,,0.03
KW,Kennedy-Wilson Holdings Inc,16,15.22,15.67,"1,186,700",0.36,,2.35
KWR,Quaker Chemical Corp,191.4,187.1,187.1,"106,100",-2.8,,1.45
KYN,Kayne Anderson MLP Investment Company,4.575,4.423,4.51,"1,881,600",0.09,,2.04
L,Loews Corp,37.5,35.44,37.07,"2,400,500",1.68,,4.75
LAC,Lithium Americas Corp,9.71,8.78,9.06,"4,443,100",0.27,,3.07
LAD,Lithia Motors,243.7,236.8,237,"256,000",-4.2,,1.75
LADR,Ladder Capital Corp,7.7,7.47,7.61,"588,200",0.07,,0.93
LAIX,Laix Inc ADR,2.02,1.93,1.982,"13,100",-0.029,,1.42
LAZ,Lazard Ltd,34.7,33.47,33.98,"605,900",0.47,,1.4
LB,L Brands Inc,30.29,28.84,29.84,"3,718,700",0.85,,2.93
LBRT,Liberty Oilfield Services Inc,9.69,8.92,9.32,"1,256,000",0.31,,3.44
LC,Lendingclub Corp,5.24,4.89,5.11,"1,142,400",0.07,,1.39
LCI,Lannett Co. Inc,6.06,5.72,6.01,"385,100",0.27,,4.7
LCII,Lci Industries,106.2,103.7,105.2,"191,500",-1.1,,1.06
LDL,Lydall Inc,17.6,16.85,17.4,"73,600",0.42,,2.47
LDOS,Leidos Holdings Inc,90.09,88.97,89.1,"914,900",0.36,,0.41
LDP,Cohen & Steers Ltd Duration Prfd Income,24.44,24.3,24.42,"33,900",0.08,,0.33
LEA,Lear Corp,123.4,120.3,121,"591,100",-2.6,,2.08
LEA.U,Ribbit Leap Ltd Cl A [Leap.U],13,12.25,12.56,"94,400",-0.33,,2.52
LEAF,Leaf Group Ltd,5.28,5.02,5.25,"113,500",0.15,,2.94
LEE,Lee Enterprises Inc,0.878,0.85,0.8673,"37,100",0.0127,,1.49
LEG,Leggett & Platt Inc,45.21,44.15,44.53,"891,400",0.42,,0.95
LEJU,Leju Holdings Ltd,2.4,2.15,2.35,"483,300",0.29,,14.08
LEN,Lennar Corp,79.84,77.11,78.89,"5,035,100",2.99,,3.94
LEN.B,Lennar Corp Cl B,63.53,60.96,62.95,"288,100",2.69,,4.46
LEO,Dreyfus Strategic Municipals,8.27,8.21,8.21,"57,800",-0.03,,0.36
LEVI,Levi Strauss & Co. Cl A,13.69,13.31,13.49,"1,012,300",0.02,,0.15
LFC,China Life Insurance Company Ltd,11.81,11.63,11.73,"488,900",-0.08,,0.68
LGC,Legacy Acquisition Corp,10.66,10.5,10.5,"1,200",-0.16,,1.5
LGC.U,Legacy Acquisition Corp [Lgc/U],10.83,10.75,10.83,"2,600",0.18,,1.69
LGC.W,Legacy Acquisition Corp WT [Lgc/W],0.3675,0.3658,0.3675,200,0.0175,,5
LGF.A,Lions Gate Entertainment Corp Cl A,10.125,9.88,9.95,"1,066,200",0.08,,0.81
LGF.B,Lions Gate Entertainment Corp Cl B,9.35,9.15,9.24,"724,500",0.15,,1.65
LGI,Lazard Global Total Return and,16.21,16.03,16.11,"34,100",0.08,,0.5
LGV.U,Longview Acquisition Corp Unit 1 Cl A &,10.13,10.1,10.1,600,-0.01,,0.1
LGV.W,Longview Acquisition Corp WT [Lgvw/W],1.1,1.08,1.09,"11,900",0.01,,0.93
LGVW,Longview Acquisition Corp Cl A,9.89,9.8,9.89,"51,200",0.07,,0.71
LH,Laboratory Corp of America Holdings,187.8,184.6,185.3,"691,900",-0.6,,0.33
LHX,L3Harris Technologies Inc,184.9,178.1,182.2,"1,344,200",3.4,,1.9
LII,Lennox International,276.9,273.3,274.1,"196,000",0.9,,0.33
LIN,Linde Plc,251.9,248.4,248.8,"1,633,700",-1.9,,0.75
LINX,Linx S.A. ADR,7.04,6.86,6.91,"27,700",0.07,,1.02
LITB,Lightinthebox Holding Co. Ltd,1.89,1.8,1.81,"369,900",-0.09,,4.74
LL,Lumber Liquidators Holdings Inc,23.06,22.14,22.36,"538,600",-0.44,,1.93
LLY,Eli Lilly and Company,152.7,150.8,151,"3,616,900",0.9,,0.59
LMHA,Legg Mason Inc,25.89,25.7,25.7,"415,600",-0.13,,0.5
LMHB,Legg Mason Inc,25.88,25.68,25.8,"1,020,200",0.05,,0.19
LMND,Lemonade Inc,49.49,47.25,48.65,"919,100",1.5,,3.18
LMT,Lockheed Martin Corp,399.6,390.9,395.6,"1,052,100",3,,0.77
LN,Line Corp,51.12,50.95,50.97,"9,900",0.16,,0.31
LNC,Lincoln National Corp,35.1,33.46,34.45,"2,493,800",0.86,,2.56
LND,Brasilagro ADR,4.28,4.18,4.26,"4,800",0.08,,1.92
LNN,Lindsay Corp,98.52,96.31,97.69,"74,200",1.2,,1.24
LOA.U,Live Oak Acquisition Corp [Loak.U],10.51,10.5,10.5,"14,700",-0.15,,1.41
LOA.W,Live Oak Acquisition Corp [Loak/W],1,0.9,0.9,"10,500",-0.08,,8.16
LOAK,Live Oak Acquisition Corp,10.12,10.04,10.12,"115,600",0.04,,0.4
LOMA,Loma Negra Comp Indu Argentina Sociedad,4.99,4.58,4.59,"259,200",-0.38,,7.65
LOW,Lowe's Companies,171.7,166.1,166.7,"3,814,300",-2.3,,1.37
LPG,Dorian Lpg Ltd,8.93,8.65,8.79,"525,200",-0.11,,1.24
LPI,Laredo Petroleum Holdings Inc,11.69,10.93,11.19,"643,400",0.29,,2.66
LPL,Lg Display Co. Ltd,7.01,6.83,6.91,"543,600",0.01,,0.14
LPX,Louisiana-Pacific Corp,32.95,31.92,31.99,"1,177,900",-0.62,,1.9
LRN,K12 Inc,31.18,29.25,29.62,"1,236,400",-1.3,,4.2
LSI,Life Storage,112.4,110.8,111.4,"279,100",1,,0.89
LSPD,Lightspeed Pos Inc,31.61,30.51,30.87,"324,700",-0.26,,0.84
LTC,Ltc Properties,37.6,36.91,36.91,"208,600",-0.17,,0.46
LTHM,Livent Corp,9.76,8.88,9,"2,996,500",-0.36,,3.85
LUB,Luby's Inc,2.521,2.38,2.38,"448,700",-0.11,,4.42
LUV,Southwest Airlines Company,42.88,40.28,42.1,"19,738,300",1.49,,3.67
LVS,Las Vegas Sands,51.77,47.23,49.67,"12,517,900",-2.18,,4.2
LW,Lamb Weston Holdings Inc,68.89,66.41,68.19,"1,312,200",0.94,,1.4
LXFR,Luxfer Holdings Plc,13.15,12.79,12.89,"250,000",-0.25,,1.9
LXP,Lexington Realty Trust,11.28,10.97,11.04,"2,683,400",-0.19,,1.69
LXP-C,Lexington Realty Trust [Lxp/Pc],58.39,57.8,57.8,"1,200",-0.88,,1.5
LXU,Lsb Industries Inc,2.026,1.95,1.97,"132,700",-0.03,,1.5
LYB,Lyondellbasell Industries NV,78.34,74.18,76.94,"2,807,200",0.39,,0.51
LYG,Lloyds Banking Group Plc,1.34,1.3,1.34,"5,466,700",0.04,,3.08
LYV,Live Nation Entertainment,60.67,58.69,59.97,"2,749,300",1.12,,1.9
LZB,La-Z-Boy Inc,33.36,32.3,32.68,"364,200",0.43,,1.33
M,Macy's Inc,7.14,6.75,6.98,"20,721,500",0.11,,1.6
MA,Mastercard Inc,346,339.8,341.9,"3,048,800",2.7,,0.8
MAA,Mid-America Apartment Communities,120.6,118,118.2,"551,200",-0.4,,0.32
MAA-I,Mid Amer Apt Cmntys Inc [Maa/Pi],64.6,61.29,63.25,"4,800",2.91,,4.81
MAC,Macerich Company,7.97,7.38,7.78,"5,258,300",0.31,,4.15
MAIN,Main Street Capital Corp,31.45,30.36,30.46,"476,900",-0.22,,0.72
MAN,Manpower Inc,70.26,67.06,69.34,"823,800",0.74,,1.08
MANU,Manchester United Ltd,16.65,16.38,16.43,"84,800",0.08,,0.49
MAS,Masco Corp,60.16,58.91,59.07,"2,173,900",-0.08,,0.14
MATX,Matson Inc,40.46,39.12,40.18,"260,300",1.08,,2.76
MAV,Pioneer Muni High Income Advantage Trust,11.16,11.07,11.1,"25,200",0.04,,0.36
MAXR,Maxar Technologies Ltd,26.65,25.1,25.95,"1,176,800",0.5,,1.96
MBI,MBIA Inc,5.82,5.51,5.72,"1,454,000",-0.06,,1.04
MBT,Mobile Telesystems,9.2,9.02,9.11,"3,180,100",0.07,,0.77
MC,Moelis,33.89,32.39,33.38,"468,200",0.83,,2.55
MCA,Blackrock Muniyield California Insured,14.88,14.74,14.81,"42,100",0.11,,0.75
MCB,Metropolitan Bank Holding Corp,31.79,30.99,31.5,"9,000",1.02,,3.35
MCC,Medley Capital Corp,17.54,17.02,17.5,"10,100",0.06,,0.34
MCD,McDonald's Corp,226.7,221.3,224.8,"3,431,900",2.4,,1.1
MCI,Massmutual Corporate Investors,13,12.84,12.94,"12,900",0.04,,0.31
MCK,Mckesson Corp,154.7,151.6,152.8,"1,411,700",1.9,,1.25
MCN,Madison/Claymore Covered Call & Equity,6.08,5.92,5.97,"182,600",-0.13,,2.13
MCO,Moody's Corp,290.1,285.7,286.8,"622,700",-0.1,,0.05
MCR,MFS Charter Income Trust,8.37,8.34,8.34,"75,200",-0.01,,0.12
MCS,Marcus Corp,13.82,13.22,13.62,"145,900",-0.03,,0.22
MCV,Medley Capital Corp,22.35,21.86,21.95,"2,100",-0.32,,1.44
MCX,Medley Capital Corp,24.51,24.28,24.38,"37,700",0.09,,0.36
MCY,Mercury General Corp,43.49,42.56,43.08,"180,600",0.57,,1.34
MD,Mednax Inc,19.04,18.65,18.74,"575,900",-0.15,,0.79
MDC,M.D.C. Holdings,47.85,46.25,47.49,"897,900",0.77,,1.65
MDLA,Medallia Inc,29.02,27.44,27.44,"8,315,700",-1.71,,5.87
MDLQ,Medley Llc 7.25% Notes Due 2024,5.79,5.51,5.77,"6,500",0,,0
MDLX,Medley Llc,5.24,5.141,5.181,"2,700",-0.098,,1.85
MDLY,Medley Management Inc,0.69,0.652,0.6781,"311,300",-0.0126,,1.82
MDP,Meredith Corp,14.01,13.48,13.84,"516,300",-0.09,,0.65
MDT,Medtronic Inc,108.6,107.3,107.5,"3,723,700",-0.1,,0.07
MDU,Mdu Res Group Inc,24.59,23.75,24.34,"1,344,700",0.55,,2.31
MEC,Mayville Engineering Company Inc,9.95,9.1,9.83,"180,900",0.59,,6.39
MED,Medifast Inc,181.1,176.1,176.4,"115,300",0.1,,0.05
MEG,Montrose Environmental Group Inc,27.93,26.72,26.75,"331,200",-0.23,,0.85
MEI,Methode Electronics,28.44,27.75,27.79,"232,000",-0.38,,1.35
MEN,Blackrock Munienhanced Fund,11.38,11.3,11.36,"15,300",-0.01,,0.09
MER-K,Bank of America Corp [Mer/Pk],26.74,26.62,26.63,"41,700",-0.07,,0.26
MET,Metlife Inc,38.25,37.55,37.63,"8,558,600",0.12,,0.32
MET-A,Metlife Inc [Met/Pa],25.02,24.9,24.99,"54,000",0.01,,0.03
MET-E,Metlife Inc [Met/Pe],27.37,27.22,27.23,"64,800",0.02,,0.07
MET-F,Metlife Inc [Met/Pf],26.54,26.23,26.25,"226,300",-0.23,,0.87
MFA,MFA Financial Inc,2.9,2.79,2.87,"6,213,700",0.05,,1.77
MFA-B,MFA Financial Inc [Mfa/Pb],20.93,20.58,20.68,"34,400",-0.32,,1.52
MFA-C,MFA Financial Inc [Mfa/Pc],18.57,18.08,18.35,"44,500",-0.05,,0.27
MFA.U,Megalith Finl Acquisition Corp [Mfac.U],11.6,11,11.55,800,0.55,,5
MFA.W,Megalith Finl Acquisition Corp WT,1.05,0.7,0.94,"1,714,100",0.2234,,31.17
MFAC,Megalith Financial Acquisition Corp Cl A,10.69,10.26,10.41,"282,700",0.15,,1.46
MFC,Manulife Financial Corp,14.83,14.55,14.63,"3,608,000",0.03,,0.21
MFD,Macquarie/First Trust Global,7.88,7.81,7.84,"31,200",-0.03,,0.38
MFG,Mizuho Financial Group,2.69,2.65,2.65,"160,600",-0.06,,2.21
MFGP,Micro Focus Intl Plc,3.83,3.66,3.78,"2,428,100",0.03,,0.8
MFL,Blackrock Muniholdings Investment,13.58,13.42,13.43,"62,800",-0.13,,0.96
MFM,MFS Muni Income Trust,6.52,6.46,6.46,"65,200",-0.03,,0.46
MFO,MFA Financial Inc,24.01,23.78,23.92,"3,400",0.02,,0.08
MFT,Blackrock Muniyield Investment,13.75,13.65,13.7,"3,200",0,,0
MFV,MFS Special Value Trust,5.41,5.35,5.35,"13,600",-0.02,,0.37
MG,Mistras Group Inc,4.29,4,4.16,"272,100",0.16,,4
MGA,Magna International,48.88,47.46,47.61,"1,349,100",-1.28,,2.62
MGF,MFS Government Markets Income Trust,4.7,4.644,4.65,"132,300",-0.02,,0.43
MGM,MGM Resorts International,23.78,22.55,23.01,"19,687,800",-0.73,,3.07
MGP,MGM Growth Properties Llc,29.98,29.38,29.51,"1,461,100",0.18,,0.61
MGR,Affiliated Managers Group Inc,28.05,27.79,27.79,"19,900",-0.13,,0.47
MGU,Macquarie Global Infrastructure Total,18.05,17.79,17.82,"66,100",-0.17,,0.94
MGY,Magnolia Oil & Gas Corp,6.3,5.88,6.07,"2,783,000",0.18,,3.06
MH-A,Maiden Holdings Ltd [Mh/Pa],9.33,9.06,9.06,"2,800",-0.16,,1.74
MH-C,Maiden Holdings Ltd [Mh/Pc],9.15,9.03,9.1,700,0.42,,4.84
MH-D,Maiden Holdings Ltd [Mh/Pd],9.3,9.02,9.3,"1,200",0.38,,4.26
MHD,Blackrock Muniholdings Fund,15.66,15.49,15.52,"17,900",-0.06,,0.39
MHE,Massachusetts Health and Education,13.64,13.41,13.42,"1,700",0.04,,0.3
MHF,Western Asset Muni High,7.41,7.38,7.39,"19,500",-0.02,,0.27
MHI,Pioneer Muni High Income Trust,11.73,11.69,11.71,"23,000",-0.02,,0.17
MHK,Mohawk Industries,102.3,99.4,100.3,"527,300",1.5,,1.52
MHLA,Maiden Holdings Ltd 6.625% No,19.88,19.65,19.88,700,0,,0
MHN,Blackrock Muniholdings New York Quality,13.74,13.64,13.65,"15,600",-0.02,,0.15
MHNC,Maiden Holdings North America,22.1,21.5,21.88,"2,900",-0.31,,1.4
MHO,M/I Homes,46.71,44.84,45.95,"223,000",1.3,,2.91
MIC,Macquarie Infrastructure Company Trust,27.4,26.56,26.93,"673,500",0.18,,0.67
MIE,Cohen & Steers MLP Income and,1.83,1.76,1.8,"82,500",0.04,,2.27
MIN,MFS Intermediate Income Trust,3.835,3.81,3.82,"394,300",-0.01,,0.26
MIT-A,Ag Mtg Invt TR Inc [Mitt/Pa],15.09,14.71,15.09,"12,800",0.38,,2.58
MIT-B,Ag Mtg Invt TR Inc [Mitt/Pb],14.79,14.5,14.75,"4,200",0.1,,0.67
MIT-C,Ag Mtg Invt TR Inc [Mitt/Pc],14.89,14.28,14.8,"9,400",0.15,,1.02
MITT,Ag Mortgage Investment Trust,2.92,2.69,2.82,"1,041,900",0.09,,3.3
MIXT,Mix Telematics Ltd,9.18,8.82,9.02,"70,700",0.02,,0.22
MIY,Blackrock Muniyield Michigan Quality,14.02,13.99,13.99,"22,000",-0.02,,0.14
MKC,Mccormick & Company Inc,202.6,198.5,198.7,"511,000",-1.7,,0.83
MKC.V,Mccormick & Co. Inc,200.2,200.2,200.2,100,0,,0
MKL,Markel Corp,"1,047","1,026","1,028","33,000",-3,,0.25
MLI,Mueller Industries,29.35,28.75,28.94,"252,300",0.15,,0.52
MLM,Martin Marietta Materials,227.9,217.2,225,"713,400",6.9,,3.14
MLP,Maui Land & Pineapple Company,11.57,11.2,11.5,"14,700",0.28,,2.5
MLR,Miller Industries,31.67,31.12,31.3,"43,600",0.16,,0.51
MMC,Marsh & Mclennan Companies,120.5,118.6,118.8,"1,572,700",0.2,,0.18
MMD,Mainstay Defined Muni Opp Fund,21.02,20.86,20.9,"16,000",0.03,,0.14
MMI,Marcus & Millichap,29.74,29.1,29.38,"257,900",0.18,,0.62
MMM,3M Company,171.1,167.5,169.5,"2,925,100",2.9,,1.77
MMP,Magellan Midstream Partners LP,38.18,37.1,37.4,"934,800",0.52,,1.41
MMS,Maximus Inc,72.7,71.46,71.55,"279,600",-0.85,,1.17
MMT,MFS Multimarket Income Trust,5.95,5.9,5.92,"65,400",0,,0
MMU,Western Asset Managed Municipals Fund,12.37,12.29,12.31,"54,500",-0.02,,0.16
MN,Manning & Napier Inc,4.35,4.12,4.26,"15,000",0.12,,2.9
MNK,Mallinckrodt Plc,1.16,1.07,1.13,"2,374,500",0,,0
MNP,Western Asset Muni Partners Fund,14.56,14.51,14.56,"6,200",0.02,,0.13
MNR,Monmouth Real Estate Investment Corp,14.61,14.33,14.38,"295,700",0.14,,0.98
MNR-C,Monmouth Real Estate Invt Corp [Mnr/Pc],25.04,24.96,24.99,"95,500",0,,0
MNRL,Brigham Minerals Inc,9.48,8.75,9.37,"629,600",0.65,,7.45
MO,Altria Group,42.91,41.74,41.76,"9,751,000",-1.02,,2.38
MOD,Modine Manufacturing Company,6.43,6.22,6.24,"236,900",-0.11,,1.73
MODN,Model N Inc,37.53,36.43,36.69,"268,800",-0.69,,1.85
MOG.A,Moog Inc Cl A,63.4,60.96,62.2,"248,800",1.2,,1.97
MOG.B,Moog Inc Cl B,64.5,64.5,64.5,100,0,,0
MOGU,Mogu Inc ADR,2.49,2.3,2.3,"113,600",-0.02,,0.86
MOH,Molina Healthcare Inc,188.3,181.9,184.2,"348,400",2.4,,1.31
MOS,Mosaic Company,18.43,17.74,18.1,"4,477,500",0.07,,0.39
MOV,Movado Group Inc,12.35,11.78,12.13,"328,100",0.13,,1.08
MPA,Blackrock Muniyield Pennsylvania Quality,14.3,14,14.07,"27,300",0,,0
MPC,Marathon Petroleum Corp,33.06,30.75,32.36,"9,082,700",1.27,,4.08
MPLX,Mplx LP,18.1,17.43,17.76,"2,327,100",0.27,,1.54
MPV,Massmutual Participation Investors,11.18,10.8,10.8,"9,500",-0.11,,1.01
MPW,Medical Properties Trust,18.5,18.06,18.1,"4,094,900",-0.22,,1.2
MPX,Marine Products Corp,20.52,19,20.35,"188,600",1.22,,6.38
MQT,Blackrock Muniyield Quality Fund II,13.19,13.08,13.08,"15,400",-0.07,,0.53
MQY,Blackrock Muniyield Quality Fund,16.75,16.6,16.62,"76,400",-0.14,,0.84
MR,Montage Resources Corp,4.7,4.48,4.54,"692,900",0.04,,0.89
MRC,Mrc Global Inc,6.17,5.2,6.05,"1,233,100",0.82,,15.68
MRK,Merck & Company,86.1,84.5,85.57,"9,902,900",1.36,,1.62
MRO,Marathon Oil Corp,4.67,4.35,4.56,"35,156,600",0.22,,5.07
MS,Morgan Stanley,51.91,50.31,51.15,"8,698,900",0.76,,1.51
MS-A,Morgan Stanley [Ms/Pa],24.08,23.94,24.05,"92,900",0.05,,0.21
MS-E,Morgan Stanley [Ms/Pe],28.82,28.61,28.64,"96,700",-0.09,,0.31
MS-F,Morgan Stanley [Ms/Pf],28.37,28.24,28.26,"51,400",-0.02,,0.07
MS-I,Morgan Stanley [Ms/Pi],28.62,28.37,28.39,"39,400",-0.06,,0.21
MS-K,Morgan Stanley [Ms/Pk],28.2,28.05,28.1,"44,100",0.08,,0.29
MS-L,Morgan Stanley 4.875% Prf Perpetual USD,26.48,26.3,26.35,"54,100",-0.04,,0.15
MSA,Msa Safety Inc,133.2,130.2,132.2,"208,000",3.1,,2.43
MSB,Mesabi Trust,21.41,20.5,21.26,"74,500",0.46,,2.21
MSC,Studio City Intl Holdings Ltd ADR,14.85,14.85,14.85,100,0,,0
MSCI,MSCI Inc,350.8,344.2,344.5,"533,200",-1.5,,0.44
MSD,Morgan Stanley Emerging Markets Debt,8.781,8.76,8.76,"40,600",-0.01,,0.11
MSGE,Madison Square Garden Entertainment,77.62,75.11,75.91,"202,800",0.15,,0.2
MSGN,Msg Networks Inc,9.69,9.44,9.64,"457,200",0.22,,2.34
MSGS,Madison Square Garden Sports Corp.,166,161.2,163.1,"279,200",2.1,,1.31
MSI,Motorola Solutions,159,157,157.1,"896,500",0.3,,0.18
MSM,Msc Industrial Direct Company,65.77,64.1,65.11,"340,200",0.87,,1.35
MT,Arcelormittal,13.19,12.74,12.96,"3,075,600",0.06,,0.47
MTB,M&T Bank Corp,106.4,102.5,103.3,"1,427,400",-0.5,,0.48
MTCN,Arcelormittal 5.50% Mandatorily,33.41,32.55,32.55,"28,600",-0.31,,0.94
MTD,Mettler-Toledo International,1003,985.6,988.8,"96,700",7.9,,0.81
MTDR,Matador Resources Company,9.39,8.725,9.05,"2,961,700",0.38,,4.38
MTG,Mgic Investment Corp,9.59,9.43,9.46,"3,487,100",-0.11,,1.15
MTH,Meritage Corp,105,101.1,103.5,"383,600",2.7,,2.64
MTL,Mechel Oao,1.66,1.62,1.65,"21,900",-0.02,,1.2
MTL.P,Mechel Pao [Mtl/P],0.4851,0.4106,0.452,"233,800",-0.075,,14.23
MTN,Vail Resorts,223,216.3,220.7,"274,500",4.9,,2.27
MTOR,Meritor Inc,23.55,22.87,22.93,"533,200",-0.3,,1.29
MTR,Mesa Royalty Trust,3.988,3.85,3.93,"2,000",0.125,,3.29
MTRN,Materion Corp,52.29,51.38,51.5,"125,600",-0.09,,0.17
MTT,Western Asset Muni Defined Opportunity,20.28,20.2,20.2,"14,500",-0.07,,0.35
MTW,Manitowoc Company,8.84,8.23,8.77,"575,800",0.42,,5.03
MTX,Minerals Technologies Inc,51.22,49.91,50.02,"132,400",-0.18,,0.36
MTZ,Mastec Inc,44.7,42.41,44.24,"922,500",1.79,,4.22
MUA,Blackrock Muniassets Fund,14.32,14.18,14.23,"30,000",-0.06,,0.42
MUC,Blackrock Muniholdings California,14.48,14.37,14.37,"24,400",-0.03,,0.21
MUE,Blackrock Muniholdings Quality Fund II,12.96,12.9,12.95,"30,900",0.02,,0.15
MUFG,Mitsubishi Ufj Financial Group Inc,4.26,4.2,4.22,"720,400",0,,0
MUH,Blackrock Muniholdings Fund II,14.69,14.64,14.69,"5,700",0.02,,0.14
MUI,Blackrock Muni Intermediate Duration,14.32,14.23,14.32,"64,800",0.09,,0.63
MUJ,Blackrock Muniholdings New Jersey,13.95,13.9,13.92,"68,100",0,,0
MUR,Murphy Oil Corp,11.09,10.06,10.75,"7,634,800",0.69,,6.86
MUS,Blackrock Muniholdings Quality Fund,12.88,12.83,12.86,"23,600",0.01,,0.08
MUSA,Murphy USA Inc,141.3,137.8,138.3,"351,100",1,,0.71
MUX,Mcewen Mining Inc,1.22,1.14,1.14,"8,497,100",-0.05,,4.2
MVC,MVC Capital,8,7.83,7.86,"12,500",0.02,,0.26
MVCD,MVC Capital Inc 6.25% Senior Notes Due,25.38,25.32,25.37,900,0.04,,0.14
MVF,Munivest Fund,8.74,8.705,8.73,"39,900",0,,0
MVO,Mv Oil Trust,2.569,2.45,2.46,"49,500",-0.037,,1.49
MVT,Blackrock Munivest Fund II,14.28,14.15,14.21,"25,000",-0.01,,0.07
MWA,Mueller Water Products,11.13,10.9,10.98,"843,900",0.05,,0.46
MX,Magnachip Semiconductor Corp,13.52,13.15,13.34,"259,500",0.23,,1.75
MXE,Mexico Equity and,8.22,8.22,8.22,100,0,,0
MXF,Mexico Fund,10.69,10.52,10.55,"34,800",0.04,,0.38
MXL,Maxlinear Inc,24.18,23.6,23.76,"386,900",0.03,,0.13
MYC,Blackrock Muniyield California Fund,14.34,14.21,14.23,"19,800",-0.03,,0.21
MYD,Blackrock Muniyield Fund,13.6,13.55,13.58,"78,200",-0.01,,0.07
MYE,Myers Industries,14.66,14.38,14.4,"130,300",-0.09,,0.62
MYF,Blackrock Muniyield Investment Fund,13.48,13.32,13.36,"11,200",-0.06,,0.45
MYI,Blackrock Muniyield Quality Fund III,13.4,13.35,13.38,"38,600",0.01,,0.07
MYJ,Blackrock Muniyield New Jersey Fund,13.99,13.92,13.95,"78,900",-0.03,,0.21
MYN,Blackrock Muniyield New York Quality,13.05,12.98,13.02,"30,400",0.03,,0.23
MYOV,Myovant Sciences Ltd,22.23,20.91,21,"717,600",-0.47,,2.19
MZA,Muniyield Arizona Fund,14.51,14.22,14.27,"16,000",-0.1,,0.69
NAC,Nuveen California Divadv Fund,14.68,14.54,14.65,"245,000",0.05,,0.34
NAD,Nuveen Divadv Fund,14.58,14.51,14.56,"324,000",0.01,,0.07
NAN,Nuveen New York Divadv Fund,13.84,13.65,13.69,"39,000",-0.15,,1.08
NAT,Nordic American Tanker Shipping Ltd,4,3.88,3.91,"1,843,400",0.03,,0.77
NAV,Navistar International Corp,43.35,42.93,43.01,"630,900",0.07,,0.16
NAV-D,Navistar International Corp [Nav/Pd],22.5,21.01,22.5,700,-0.5,,2.17
NAZ,Nuveen Arizona Premium Fund,14.64,14.6,14.6,"1,800",0.09,,0.61
NBB,Nuveen Build America Bond Fund,22.77,22.61,22.64,"41,900",-0.01,,0.04
NBHC,National Bank Holdings Corp,27.36,26.65,26.79,"144,000",-0.25,,0.92
NBR,Nabors Industries,31.37,28.65,29.3,"774,000",0.19,,0.65
NBR-A,Nabors Industries Inc [Nbr/Pa],6.2,5.6,5.68,"67,500",0.02,,0.35
NC,Nacco Industries,20.92,19.69,19.69,"23,500",-1.05,,5.06
NCA,Nuveen California Muni Value Fund,10.84,10.79,10.79,"24,900",0.02,,0.17
NCB,Nuveen California Muni Value Fund 2,15.65,15.55,15.55,"2,600",-0.11,,0.69
NCLH,Norwegian Cruise Ord,17.86,16.72,17.5,"26,495,800",0.53,,3.12
NCR,NCR Corp,21.42,20.37,20.5,"1,249,800",0.25,,1.23
NCV,Agic Convertible &,4.755,4.705,4.75,"424,800",0.04,,0.85
NCV-A,Allianzgi Conv Income Fd [Ncv/Pa],26.07,26.01,26.07,"5,100",0.01,,0.06
NCZ,Agic Convertible & II,4.24,4.19,4.22,"219,100",0.01,,0.24
NCZ-A,Allianzgi Conv Income Fd II [Ncz/Pa],25.95,25.89,25.92,"3,500",-0.02,,0.06
NDMO,Nuveen Dynamic Municipal Opportunities,15.14,15,15.03,"57,500",-0.07,,0.46
NDP,Tortoise Energy Independence F,11.42,10.89,10.96,"16,300",0.1,,0.92
NEA,Nuveen Insured Tax-Free Advantage Fund,14.34,14.31,14.33,"289,700",0.01,,0.07
NEE,Nextera Energy,287,279.1,280.4,"4,873,600",-15.4,,5.19
NEE-I,Nextera Energy Capital Hlds Inc [Nee/Pi],25.74,25.64,25.64,"29,400",-0.07,,0.27
NEE-J,Nextera Energy Capital Hlds Inc [Nee/Pj],25.7,25.54,25.54,"33,700",-0.17,,0.66
NEE-K,Nextera Energy Capital Hlds Inc [Nee/Pk],26.14,25.97,26.01,"28,500",0.06,,0.23
NEE-N,Nextera Energy Capital Hlds Inc [Nee/Pn],28.37,28.06,28.06,"51,700",-0.27,,0.95
NEE-O,Nextera Energy Inc 4.872% Corporate,56.9,54.66,54.75,"1,473,200",-2.56,,4.47
NEE-P,Nextera Energy Inc,49.52,47.22,47.35,"3,398,100",-2.63,,5.26
NEM,Newmont Mining Corp,68.44,67.23,67.29,"5,526,000",-0.26,,0.38
NEP,Nextera Energy Partners LP,59.8,57.66,58.74,"507,600",-0.58,,0.98
NET,Cloudflare Inc Cl A,36.33,35.47,35.9,"5,677,900",-0.27,,0.75
NEU,Newmarket Corp,368.3,360.8,362.1,"44,000",-5.4,,1.47
NEV,Nuveen Enhanced Muni Value Fund,15.19,15.09,15.13,"34,700",-0.07,,0.46
NEW,Puxin Ltd,9.77,8.7,9.25,"274,300",0.3,,3.35
